field_1,Site,Sample_ID,Date_ddPCR,Sample.type,State,Well,Lab_ID,Target,Concentrat,Status,Experiment,Supermix,DyeName.s.,Accepted_D,Positives.,Negatives.,Concentr_1,Accepted_1,Positive_1,Negative_1,Concentr_2,Accepted_2,Positive_2,Negative_2,freq,Infected,Bd.load_co,Comments.x,GPS,Collection,DOY,Time,Hg_mean,Coloration,Size,Frog_posit,Sex,Male,Weight,SVL,leaf_litte,ground_veg,small_trun,large_trun,fallen_tre,woody,phyto,Type_phyto,Microhab_t,Ambient_te,canopy_ID,canopy_cov,Comments.y,DateTimeS,Elevation,DateTime,Lon,Lat,dist_to_ph,dist_to_tr,coords.x1,coords.x2,distance.y,dist_km,min_spent,hrs_spent,frogs_obse,ind_obs,ind_per_km,Area_m,Area_ha,HFI,SMI.rob,scaled_SMI.rob,DNA_ng.ml
43,Kaw,23-Dt-029,01/08/2023,Frog swab,Wild,B05,DT208,Bd,0.059212856,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19869,1,19868,0.135866791,17319,2,17317,NA,NA,NA,NA,2,No,0,,361,21/01/2023,21,13:30,1.3,blue,Small,Under fallen log,Female,0,3.06,3.47,40,15,2,1,1,20,FALSE,NA,24.3,25.3,IMG_3455,91.68,,27:39.0,126.310745,1/21/2023 16:27,-52.042703,4.503409,5.82571581,17.85796604,1050614.839,499646.1366,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.638332209,0.202360293,11.8
44,Kaw,23-Dt-030,01/08/2023,Frog swab,Wild,C05,DT209,Bd,0.433014899,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19022,7,19015,0.364119679,12926,4,12922,NA,NA,NA,NA,2,Yes,0.398567289,,365,21/01/2023,21,14:51,1.3,blue,Small,On fallen tree,Female,0,3.7,3.56,75,10,4,0,1,35,TRUE,Tree hole,24.8,24.5,IMG_3471,91.84,,45:44.0,108.125015,1/21/2023 17:45,-52.043779,4.501777,94.76442796,22.2627745,1050496.261,499464.2513,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.717621296,0.986014367,10.54
45,Kaw,23-Dt-031,01/08/2023,Frog swab,Wild,D05,DT210,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19356,0,19356,0,17204,0,17204,NA,NA,NA,NA,2,No,0,,366,21/01/2023,21,14:55,1.3,blue,Small,Leaf litter,Juvenile,NA,0.44,1.62,75,10,4,0,1,45,TRUE,Tree hole,24.8,24.5,IMG_3471,91.84,,03:35.0,114.139587,1/21/2023 18:03,-52.043837,4.501696,85.23078886,11.62834735,1050489.864,499455.2205,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.80123919,NA,10
46,Kaw,23-Dt-031,01/08/2023,Frog swab,Wild,D05,DT170,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19356,0,19356,0,17204,0,17204,NA,NA,NA,NA,2,FALSE,0,,366,21/01/2023,21,14:55,1.3,blue,Small,Leaf litter,Juvenile,NA,0.44,1.62,75,10,4,0,1,45,TRUE,Tree hole,24.8,24.5,IMG_3471,91.84,Duplicated indv (23-Dt-070 = 23-Dt-031),03:35.0,114.139587,1/21/2023 18:03,-52.043837,4.501696,85.23078886,11.62834735,1050489.864,499455.2205,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.80123919,NA,10
47,Kaw,23-Dt-074,01/08/2023,Frog swab,Wild,F05,DT212,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18596,0,18596,0.141046703,16683,2,16681,NA,NA,NA,NA,2,No,0,,480,31/01/2023,31,11:15,1.3,blue,Small,Leaf litter,Male,1,2.64,3.44,90,20,2,1,0,40,FALSE,NA,24.7,25,IMG_3825,94.53,,17:19.0,107.911156,1/31/2023 14:17,-52.043402,4.502732,54.49383684,18.0815167,1050537.518,499570.4938,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.564489359,-0.497776178,11.92
48,Kaw,23-Dt-075,01/08/2023,Frog swab,Wild,G05,DT213,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17733,0,17733,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,483,31/01/2023,31,12:00,1.3,blue,Small,Leaf litter,Female,0,4.35,3.83,95,30,2,1,0,15,FALSE,NA,24.1,24.2,IMG_3840,92.26,With eggs,02:42.0,146.870071,1/31/2023 15:02,-52.043303,4.50405,41.33068757,24.92373013,1050547.546,499716.8002,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.68529118,0.805806762,11.9
49,Kaw,23-Dt-076,01/08/2023,Frog swab,Wild,H05,DT214,Bd,0.060120631,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19569,1,19568,0,19480,0,19480,NA,NA,NA,NA,2,No,0,,484,31/01/2023,31,12:50,1.3,blue,Small,Under tree root,Male,1,2.25,3.02,90,7,3,0,1,25,FALSE,NA,26.3,26.8,IMG_3843,89.77,,50:36.0,20.585155,1/31/2023 15:50,-52.048395,4.498724,35.88796393,2.880540066,1049984.584,499122.0283,34299,34,2530,42.16666667,62,57,1.49,118145,12,8.478337288,0.696774247,0.517171208,11.98
50,Kaw,23-Dt-077,01/08/2023,Frog swab,Wild,A06,DT215,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19167,0,19167,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,486,31/01/2023,31,15:10,1.3,blue,Small,Leaf litter,Male,1,2.63,3.16,75,15,3,0,1,15,FALSE,NA,25.4,25.9,IMG_3857,96.92,,14:54.0,129.259186,1/31/2023 18:14,-52.043536,4.503598,48.03461667,6.371163731,1050521.943,499666.4744,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.715955794,0.76577949,11.12
51,Kaw,23-Dt-078,01/08/2023,Frog swab,Wild,B06,DT216,Bd,0.125103205,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18809,2,18807,0.063574106,18506,1,18505,NA,NA,NA,NA,2,No,0,,487,31/01/2023,31,15:10,1.3,blue,Small,Leaf litter,Female,0,4.55,4.08,75,15,3,0,1,15,FALSE,NA,25.4,25.9,IMG_3857,96.92,,14:55.0,129.27298,1/31/2023 18:14,-52.043533,4.503592,47.88099069,6.13552711,1050522.282,499665.811,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.598804173,0.073478236,11.44
52,Kaw,23-Dt-047,27/07/2023,Frog swab,Wild,A04,DT104,Bd,0.081758961,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,14390,1,14389,0.065328628,18009,1,18008,NA,NA,NA,NA,2,No,0,,444,26/01/2023,26,11:45,1.3,blue,Small,Leaf litter,Male,1,2.69,3.18,95,20,6,0,1,3,FALSE,NA,24.8,NA,IMG_3652,93.08,Transporting tadpole,54:41.0,105.483582,1/26/2023 14:54,-52.04381,4.502693,8.910791426,34.10530183,1050492.118,499565.8575,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.719264869,0.806605722,too low
53,Kaw,23-Dt-069,27/07/2023,Frog swab,Wild,H11,DT169,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17847,0,17847,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,473,31/01/2023,31,09:00,1.3,blue,Small,On dead log,Female,0,4.75,3.93,90,10,4,0,1,5,FALSE,NA,23.2,23,IMG_3799,97.61,,58:29.0,84.733582,1/31/2023 11:58,-52.043726,4.501773,99.94225037,24.90795017,1050502.166,499463.8477,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.695407535,0.947178196,4.5
54,Kaw,23-Dt-071,27/07/2023,Frog swab,Wild,B12,DT171,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,16190,0,16190,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,477,31/01/2023,31,10:15,1.3,blue,Small,Under dead log,Female,0,3.56,3.42,60,45,1,0,1,70,FALSE,NA,23.9,24.2,IMG_3816,85.8,With eggs,07:45.0,106.222534,1/31/2023 13:07,-52.043591,4.502574,35.89861073,9.654517774,1050516.593,499552.8205,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.773935785,1.4392094,4.38
55,Kaw,23-Dt-072,27/07/2023,Frog swab,Wild,C12,DT172,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17089,0,17089,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,478,31/01/2023,31,10:25,1.3,blue,Small,On fallen log,Female,0,4.25,3.99,95,25,1,0,1,50,FALSE,NA,23.8,24.2,IMG_3817,89.65,With eggs,34:55.0,108.926224,1/31/2023 13:34,-52.043502,4.502598,44.52425327,2.221911748,1050526.485,499555.5508,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.595960217,0.012393607,4.16
56,Kaw,23-Dt-073,01/08/2023,Frog swab,Wild,E05,DT211,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19422,0,19422,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,479,31/01/2023,31,10:40,1.3,blue,Small,On fallen log,Female,0,3.06,3.37,95,25,1,0,1,50,FALSE,NA,23.8,24.2,IMG_3817,89.65,With eggs,45:20.0,112.178703,1/31/2023 13:45,-52.043486,4.502681,45.01236251,8.061134027,1050528.204,499564.7717,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.693697329,0.669540746,10.82
57,Kaw,23-Dt-084,01/08/2023,Frog swab,Wild,H06,DT222,Bd,0.059007932,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19938,1,19937,0.127365008,18475,2,18473,NA,NA,NA,NA,2,No,0,,500,01/02/2023,32,12:45,1.3,blue,Small,On dead wood,Female,0,2.41,3.35,50,20,5,0,0,40,FALSE,NA,24.8,24.8,IMG_3902,96.58,,46:08.0,127.431236,02/01/2023 15:46,-52.04251,4.504657,88.14941661,26.63253841,1050635.386,499784.7481,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.555672368,-0.615206339,too low
58,Kaw,23-Dt-049,27/07/2023,Frog swab,Wild,C04,DT106,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,21904,0,21904,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,446,26/01/2023,26,12:45,1.3,blue,Small,Top fallen tree,Male,1,3.14,3.43,95,15,3,0,1,10,FALSE,NA,26.7,NA,IMG_3655,93.58,,44:56.0,155.392059,1/26/2023 15:44,-52.043718,4.504323,26.19470976,17.56123644,1050501.13,499746.7747,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.676983025,0.543669258,too low
59,Kaw,23-Dt-079,01/08/2023,Frog swab,Wild,C06,DT217,Bd,0.057987068,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20289,1,20288,0.440460712,5343,2,5341,NA,NA,NA,NA,2,No,0,,485,31/01/2023,31,15:00,1.3,blue,Small,On tree root,Female,0,3.74,3.75,80,5,1,1,1,15,FALSE,NA,24.7,27,IMG_3851,94.62,,01:19.0,108.777138,1/31/2023 18:01,-52.043686,4.502894,29.21573426,36.49575228,1050505.773,499588.2523,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.625653636,0.202813043,11.68
60,Kaw,23-Dt-048,27/07/2023,Frog swab,Wild,B04,DT105,Bd,0.218289375,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,21560,4,21556,0.203348115,17358,3,17355,NA,NA,NA,NA,2,Yes,0.210818745,,445,26/01/2023,26,12:10,1.3,blue,Small,Leaf litter,Male,1,2.75,3.86,80,65,4,0,0,15,FALSE,NA,26.7,NA,IMG_3651,93.24,Temperature recording correct ??,11:23.0,118.760384,1/26/2023 15:11,-52.043765,4.503044,30.61606724,55.29308196,1050496.863,499604.8348,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.423721093,-1.687352298,too low
61,Kaw,23-Dt-081,01/08/2023,Frog swab,Wild,E06,DT219,Bd,0.065836795,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17870,1,17869,0,19078,0,19078,NA,NA,NA,NA,2,No,0,,493,01/02/2023,32,11:22,1.3,blue,Small,Leaf litter,Female,0,2.55,3.2,100,35,7,0,0,5,FALSE,NA,24.5,25.2,IMG_3887,94.28,,22:33.0,134.755142,02/01/2023 14:22,-52.043053,4.503947,13.69427512,10.24963374,1050575.461,499705.562,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.669779303,0.365615051,6.42
62,Kaw,23-Dt-050,27/07/2023,Frog swab,Wild,D04,DT107,Bd,0.122881822,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19149,2,19147,0,19146,0,19146,NA,NA,NA,NA,2,No,0,,448,26/01/2023,26,13:30,1.3,blue,Small,Under fallen log,Male,1,2.37,3.36,30,20,2,0,1,45,FALSE,NA,25.6,NA,IMG_3657,93.27,,35:39.0,138.224243,1/26/2023 16:35,-52.043445,4.503603,38.12974829,3.785909382,1050532.072,499667.0981,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.541836244,-0.739128671,too low
63,Kaw,23-Dt-051,27/07/2023,Frog swab,Wild,E04,DT108,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,15995,0,15995,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,449,26/01/2023,26,13:55,1.3,blue,Small,Under dead wood,Female,0,4.68,4.13,10,10,2,0,1,75,FALSE,NA,25.6,NA,IMG_3663,88.25,With eggs,57:39.0,136.466873,1/26/2023 16:57,-52.04329,4.503582,23.51706168,21.17379309,1050549.347,499664.8857,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.594939039,0.054214675,too low
64,Kaw,23-Dt-080,01/08/2023,Frog swab,Wild,D06,DT218,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20580,0,20580,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,492,01/02/2023,32,11:07,1.3,blue,Small,Tree root,Male,1,2.29,3.47,95,5,2,1,0,5,FALSE,NA,23.8,24,IMG_3884,92.64,Transporting tadpole,08:07.0,133.887039,02/01/2023 14:08,-52.043053,4.504229,29.69575022,32.60667249,1050575.247,499736.8498,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.47770613,-1.294845026,11.5
65,Kaw,23-Dt-082,01/08/2023,Frog swab,Wild,F06,DT220,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20936,0,20936,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,496,01/02/2023,32,12:00,1.3,blue,Small,Bare ground,Female,0,2.31,2.95,70,5,5,0,0,35,FALSE,NA,24.4,24.7,IMG_3890,93.29,,01:00.0,123.843788,02/01/2023 15:01,-52.04245,4.50402,54.34372393,32.9643744,1050642.548,499714.1187,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.764701666,1.08619503,too low
66,Kaw,23-Dt-083,01/08/2023,Frog swab,Wild,G06,DT221,Bd,0.058960609,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19954,1,19953,0.080116488,14685,1,14684,NA,NA,NA,NA,2,No,0,,499,01/02/2023,32,12:30,1.3,blue,Small,Bare ground,Female,0,2.88,3.73,40,40,5,0,0,0,FALSE,NA,25,25.2,IMG_3899,93.1,,30:40.0,114.643158,02/01/2023 15:30,-52.041759,4.504587,147.0467197,109.9565809,1050719.061,499777.5513,34299,34,2530,42.16666667,62,57,1.49,118145,12,4.475565434,0.489171227,-1.101677936,21.4
67,Mataroni,23-Dt-092,17/05/2023,Frog swab,Wild,F03,DT69,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20200,0,20200,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,516,06/02/2023,37,14:50,1.7,yellow,Large,Under fallen log,Female,0,6.32,5.21,10,20,0,0,1,80,FALSE,NA,25.6,25.2,IMG_3985,77.93,,51:57.0,90.607979,02/06/2023 17:51,-52.156245,4.074128,104.5572656,10.69383583,1038275.049,451940.6155,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.414929263,-2.095023087,3.82
68,Mataroni,23-Dt-090,17/05/2023,Frog swab,Wild,F01,DT67,Bd,0.114209354,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20603,3,20601,0.49954772,16489,7,16482,NA,NA,NA,NA,2,Yes,0.306878537,,513,06/02/2023,37,14:00,1.7,yellow,Large,Under fallen log,Female,0,9.15,5.2,75,15,5,0,1,0,FALSE,NA,24.7,24.7,IMG_3982,92.88,Interacting/courtship with 23-Dt-091,00:09.0,83.916176,02/06/2023 17:00,-52.156478,4.072972,84.9128843,69.38185784,1038249.867,451812.2237,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.604020154,0.008493029,7.06
69,Mataroni,23-Dt-091,17/05/2023,Frog swab,Wild,F02,DT68,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19950,0,19950,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,514,06/02/2023,37,14:00,1.7,yellow,Large,Under fallen log,Male,1,5.85,4.38,75,15,5,0,1,0,FALSE,NA,24.7,24.7,IMG_3982,92.88,Interacting/courtship with 23-Dt-090,00:11.0,83.917755,02/06/2023 17:00,-52.156476,4.072969,84.51645981,69.62889092,1038250.091,451811.8922,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.629188317,0.184912131,7.4
70,Mataroni,23-Dt-095,17/05/2023,Frog swab,Wild,F06,DT72,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,21215,0,21215,0,18299,0,18299,NA,NA,NA,NA,2,No,0,,519,06/02/2023,37,15:55,1.7,yellow,Large,Inside tree hole (alive),Male,1,5.73,4.28,95,20,1,1,0,15,FALSE,NA,24.6,24.9,IMG_3996,93.85,,55:29.0,98.434769,02/06/2023 18:55,-52.155282,4.076042,18.13225061,28.58730722,1038381.041,452153.5827,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.658127714,0.487724709,NA
71,Mataroni,23-Dt-096,17/05/2023,Frog swab,Wild,F07,DT73,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20341,0,20341,0.068013906,17298,1,17297,NA,NA,NA,NA,2,No,0,,520,06/02/2023,37,16:10,1.7,yellow,Large,Leaf litter,Male,1,7.05,4.33,80,70,0,0,1,0,TRUE,Tree hole (alive),24.8,24.8,IMG_4002,91.99,Interacting with 23-Dt-097,10:38.0,99.406136,02/06/2023 19:10,-52.155013,4.076292,8.542542398,42.60221981,1038410.838,452181.4959,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.783424091,1.867337769,3.52
72,Mataroni,23-Dt-097,17/05/2023,Frog swab,Wild,G01,DT74,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,21079,0,21079,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,521,06/02/2023,37,16:10,1.7,yellow,Large,Leaf litter,Female,0,9.84,5.29,80,70,0,0,1,0,TRUE,Tree hole (alive),24.8,24.8,IMG_4002,91.99,Interacting with 23-Dt-096,10:41.0,99.403648,02/06/2023 19:10,-52.155019,4.07629,8.798302922,42.30299336,1038410.171,452181.27,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.618625306,0.181300979,2.4
73,Mataroni,23-Dt-098,17/05/2023,Frog swab,Wild,G02,DT75,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,21318,0,21318,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,522,06/02/2023,37,17:05,1.7,yellow,Large,On fallen log,Female,0,9.71,5.11,80,65,2,0,1,60,FALSE,NA,25.1,25,IMG_4018,90.41,,06:10.0,85.369949,02/06/2023 20:06,-52.157699,4.072438,21.4079739,58.38518024,1038114.213,451752.1684,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.673623801,0.771706158,2.86
74,Mataroni,23-Dt-099,27/07/2023,Frog swab,Wild,E03,DT95,Bd,0.065198295,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18045,1,18044,0.122907497,19145,2,19143,NA,NA,NA,NA,2,No,0,,530,07/02/2023,38,09:30,1.7,yellow,Large,"Leaf litter, next to fallen log",Male,1,6.26,4.31,85,5,2,0,1,15,FALSE,NA,23.5,24.4,IMG_4035,94.55,,33:22.0,74.491531,02/07/2023 12:33,-52.156736,4.073145,70.35493216,68.75680042,1038221.012,451831.2417,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.704857391,1.003710396,13.32
75,Mataroni,23-Dt-100,27/07/2023,Frog swab,Wild,F03,DT96,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18078,0,18078,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,541,07/02/2023,38,10:32,1.7,yellow,Large,Leaf litter,Female,0,10.06,5.5,85,20,2,0,0,5,FALSE,NA,24.2,25.1,IMG_4052,93.13,,32:58.0,75.215675,02/07/2023 13:32,-52.155855,4.076654,74.14521457,65.13410522,1038316.804,452221.0876,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.566160348,-0.382037148,4.78
76,Mataroni,23-Dt-101,27/07/2023,Frog swab,Wild,G03,DT97,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18788,0,18788,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,546,07/02/2023,38,11:17,1.7,yellow,Large,On fallen log,Juvenile,NA,0.89,2.27,80,20,1,0,1,40,FALSE,NA,25.3,25.7,IMG_4066,89.3,,17:47.0,75.559044,02/07/2023 14:17,-52.157126,4.077348,193.9830832,4.694196971,1038174.762,452297.2203,32367,32,2417,40.28333333,58,52,1.75,145019,15,4.124254704,0.620807846,NA,4.58
77,Mataroni,23-Dt-102,27/07/2023,Frog swab,Wild,H05,DT119,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20825,0,20825,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,549,07/02/2023,38,11:43,1.7,yellow,Large,"Leaf litter, under palm bract",Juvenile,NA,0.59,1.74,80,25,2,0,0,70,FALSE,NA,24.7,25.2,IMG_4069,94.07,Foraging,44:33.0,87.127861,02/07/2023 14:44,-52.157767,4.077107,213.0820478,27.85969247,1038103.521,452270.056,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.876771224,NA,3.82
78,Mataroni,23-Dt-093,17/05/2023,Frog swab,Wild,F04,DT70,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20403,0,20403,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,517,06/02/2023,37,15:25,1.7,yellow,Large,Under fallen log,Female,0,8.73,4.65,80,35,1,0,1,0,FALSE,NA,25.2,25.7,IMG_3993,92.49,,33:18.0,92.071747,02/06/2023 18:33,-52.155487,4.075645,67.58676248,28.87880627,1038358.471,452109.4056,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.792033569,2.015561906,3.58
79,Mataroni,23-Dt-094,17/05/2023,Frog swab,Wild,F05,DT71,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20218,0,20218,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,518,06/02/2023,37,15:30,1.7,yellow,Large,On dead wood,Female,0,10.08,5.03,70,40,2,0,0,65,FALSE,NA,25.1,25.7,IMG_3995,90.51,,45:33.0,94.220055,02/06/2023 18:45,-52.155483,4.075326,99.71900758,6.621361613,1038359.129,452074.0215,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.731394144,1.402486894,NA
80,Mataroni,23-Dt-106,27/07/2023,Frog swab,Wild,D06,DT123,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17944,0,17944,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,559,07/02/2023,38,13:05,1.7,yellow,Large,Leaf litter,Female,0,7.94,5.33,90,30,2,0,1,0,FALSE,NA,25.4,26.2,IMG_4090,92.82,,04:12.0,94.98597,02/07/2023 16:04,-52.157088,4.073257,30.33896498,55.45034941,1038181.727,451843.4299,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.488593148,-1.264347843,too low
81,Mataroni,23-Dt-107,27/07/2023,Frog swab,Wild,E06,DT124,Bd,5.159966946,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,19651,86,19565,5.045628548,16123,69,16054,NA,NA,NA,NA,2,Yes,5.102797747,High number of droplets but at amplitud lower than positive control,563,07/02/2023,38,15:07,1.7,yellow,Large,Under fallen log,Female,0,9.17,4.74,100,5,1,1,1,30,FALSE,NA,23.8,24.7,IMG_4096,92.86,Interacting with 23-Dt-099,07:01.0,90.899643,02/07/2023 18:07,-52.156481,4.073252,97.92052652,41.22853953,1038249.345,451843.2822,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.787802862,1.983414256,too low
82,Mataroni,23-Dt-108,27/07/2023,Frog swab,Wild,F06,DT125,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,18907,0,18907,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,572,07/02/2023,38,17:15,1.7,yellow,Large,Next to fallen log,Female,0,9.8,5.02,90,35,1,0,1,30,FALSE,NA,25,25.3,IMG_4108,91.34,,16:52.0,58.033566,02/07/2023 20:16,-52.158521,4.07288,83.99591284,20.3148627,1038022.354,451800.6487,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.715114175,1.220466414,2.36
83,Mataroni,23-Dt-109,27/07/2023,Frog swab,Wild,G06,DT126,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,20244,0,20244,NA,NA,NA,NA,NA,NA,NA,NA,1,No,0,,573,08/02/2023,39,09:15,1.7,yellow,Large,leaf litter,Female,0,8.43,5.13,95,10,2,1,0,20,TRUE,Tree hole (alive),24.5,24.8,IMG_4151,92.78,,21:03.0,63.863941,02/08/2023 12:21,-52.158142,4.072217,13.68143682,36.01813138,1038065.014,451727.356,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.109481812,0.578362683,-0.284612008,too low
84,Mataroni,23-Dt-110,27/07/2023,Frog swab,Wild,H06,DT127,Bd,49.41377258,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,17140,705,16435,NA,NA,NA,NA,NA,NA,NA,NA,1,Yes,49.41377258,,578,08/02/2023,39,10:39,1.7,yellow,Large,On dead wood,Male,1,6.07,4.33,100,5,1,1,1,80,FALSE,NA,24.4,24.9,IMG_4158,92.58,,39:20.0,77.917061,02/08/2023 13:39,-52.154815,4.075155,120.3580916,77.71636221,1038433.654,452055.5006,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.674522586,0.674566737,too low
85,Mataroni,23-Dt-111,27/07/2023,Frog swab,Wild,A07,DT128,Bd,0,Manual,DQ,ddPCR Supermix for Probes (No dUTP),FAM,12570,0,12570,0,18871,0,18871,NA,NA,NA,NA,2,No,0,,580,08/02/2023,39,11:09,1.7,yellow,Large,On fallen log,Male,1,6.92,4.67,100,5,0,0,2,50,FALSE,NA,24.4,25.3,IMG_4162,95.44,,09:22.0,76.583481,02/08/2023 14:09,-52.153848,4.074917,195.5641928,20.38032003,1038541.529,452029.748,32367,32,2417,40.28333333,58,52,1.75,145019,15,8.079117775,0.62020262,0.124391229,too low
